,Model,AILAStatutes,AfriSentiClassification,AlloProfClusteringS2S.v2,AlloprofReranking,AmazonCounterfactualClassification,ArXivHierarchicalClusteringP2P,ArXivHierarchicalClusteringS2S,ArguAna,ArmenianParaphrasePC,BUCC.v2,BelebeleRetrieval,BibleNLPBitextMining,BigPatentClustering.v2,BiorxivClusteringP2P.v2,BornholmBitextMining,BrazilianToxicTweetsClassification,BulgarianStoreReviewSentimentClassfication,CEDRClassification,CLSClusteringP2P.v2,CSFDSKMovieReviewSentimentClassification,CTKFactsNLI,CataloniaTweetClassification,Core17InstructionRetrieval,CovidRetrieval,CyrillicTurkicLangClassification,CzechProductReviewSentimentClassification,DBpediaClassification,DalajClassification,DiaBlaBitextMining,EstonianValenceClassification,FaroeseSTS,FilipinoShopeeReviewsClassification,FinParaSTS,FinancialPhrasebankClassification,FloresBitextMining,GermanSTSBenchmark,GreekLegalCodeClassification,GujaratiNewsClassification,HALClusteringS2S.v2,HagridRetrieval,IN22GenBitextMining,IndicCrosslingualSTS,IndicGenBenchFloresBitextMining,IndicLangClassification,IndonesianIdClickbaitClassification,IsiZuluNewsClassification,ItaCaseholdClassification,JSICK,KorHateSpeechMLClassification,KorSarcasmClassification,KurdishSentimentClassification,LEMBPasskeyRetrieval,LegalBenchCorporateLobbying,MIRACLRetrievalHardNegatives,MLQARetrieval,MacedonianTweetSentimentClassification,MalteseNewsClassification,MasakhaNEWSClassification,MasakhaNEWSClusteringS2S,MassiveIntentClassification,MedrxivClusteringP2P.v2,MultiEURLEXMultilabelClassification,MultiHateClassification,NTREXBitextMining,NepaliNewsClassification,News21InstructionRetrieval,NollySentiBitextMining,NordicLangClassification,NorwegianCourtsBitextMining,NusaParagraphEmotionClassification,NusaTranslationBitextMining,NusaX-senti,NusaXBitextMining,OdiaNewsClassification,OpusparcusPC,PAC,PawsXPairClassification,PlscClusteringP2P.v2,PoemSentimentClassification,PolEmo2.0-OUT,PpcPC,PunjabiNewsClassification,RTE3,Robust04InstructionRetrieval,RomaniBibleClustering,RuBQReranking,SCIDOCS,SIB200ClusteringS2S,SICK-R,SNLHierarchicalClusteringP2P,STS12,STS13,STS14,STS15,STS17,STS22.v2,STSB,STSBenchmark,STSES,ScalaClassification,SemRel24STS,SentimentAnalysisHindi,SinhalaNewsClassification,SiswatiNewsClassification,SlovakMovieReviewSentimentClassification,SpartQA,SprintDuplicateQuestions,StackExchangeClustering.v2,StackOverflowQA,StatcanDialogueDatasetRetrieval,SwahiliNewsClassification,SwednClusteringP2P,SwissJudgementClassification,T2Reranking,TERRa,TRECCOVID,Tatoeba,TempReasonL1,ToxicConversationsClassification,TswanaNewsClassification,TweetTopicSingleClassification,TwitterHjerneRetrieval,TwitterURLCorpus,VoyageMMarcoReranking,WebLINXCandidatesReranking,WikiCitiesClustering,WikiClusteringP2P.v2,WikipediaRerankingMultilingual,WikipediaRetrievalMultilingual,WinoGrande,XNLI,indonli
23,snowflake-arctic-embed-m-v2.0,28.114,39.77779166666666,43.8749,76.1181,63.97922499999999,57.53660000000001,51.8794,58.011,93.5735,96.191125,61.306941489361755,6.065508031400986,31.0903,38.1119,43.5714,22.0898,42.912099999999995,34.341100000000004,36.3589,25.092799999999997,71.4956,48.200900000000004,-1.9606999999999999,70.42500000000001,60.722699999999996,46.8164,89.292,49.9887,77.5022,34.058699999999995,63.2482,28.959999999999997,22.919099999999997,73.0124,34.02943430406648,73.8767,22.497600000000002,78.7405,25.484800000000003,98.847,49.63843893280631,30.798949999999998,66.99365258620689,54.367200000000004,60.1535,25.5319,71.3575,80.6935,5.493399999999999,55.0049,61.6004,57.999999999999986,93.523,61.47616666666666,62.302908163265315,54.1879,19.168499999999998,63.99915625000001,39.089068749999996,53.301374509803914,35.364200000000004,4.12895652173913,57.791818181818186,56.4490962421713,91.6943,-0.47080000000000005,28.226250000000004,54.0467,91.4474,34.68002,68.7893727272727,61.68333333333332,38.7584,47.613699999999994,88.5169083333333,65.9542,54.32050714285713,70.7064,50.765550000000005,29.0688,84.13340000000001,81.6561,86.173875,-7.5741000000000005,39.6341,69.9125,20.347,18.65686294416245,71.3142,55.375099999999996,70.6581,77.4225,72.9162,81.83200000000001,66.8058875,69.04341666666666,68.98015,76.00919999999999,80.2475,50.16115,58.910241666666664,51.4592,70.6787,55.75,61.416000000000004,3.746,96.00319999999999,53.989,90.679,21.589000000000002,57.583,27.1818,56.18299999999999,67.7812,51.87310000000001,80.342,40.81623660714285,0.985,64.8096,28.0698,63.8512,23.334,85.9496,59.5377,9.261533333333333,81.00070000000001,25.948821428571428,87.42659375,87.8250625,66.334,62.96866071428572,48.4427
24,Arabic-labse-Matryoshka,20.247,46.752658333333336,35.301700000000004,56.0109,72.44965,52.144999999999996,49.5583,41.699000000000005,96.0324,98.47784999999999,62.48619148936171,12.45668713768116,35.7232,31.8139,38.590999999999994,18.691399999999998,62.41759999999999,40.0053,37.8234,29.965799999999998,84.16460000000001,44.36715,1.8312,34.224,34.184599999999996,55.771499999999996,84.4922,49.786,85.8767,42.824,72.92739999999999,33.134750000000004,28.356550000000002,79.8366,61.32878511542481,80.1569,18.96485,75.569,21.694399999999998,96.551,68.04445079051385,55.515475,89.07885086206898,16.5507,57.410799999999995,29.773899999999998,56.4253,73.2819,7.84,56.8604,57.8561,25.5,81.143,23.527611111111113,58.08177551020406,59.0869,29.2643,73.09733750000001,41.6503,58.66345784313724,33.146300000000004,3.9361739130434783,59.300909090909094,85.60843183716084,91.4111,-0.015799999999999998,68.00087500000001,33.5867,91.886,38.385380000000005,70.3272909090909,65.48541666666667,68.32186363636364,72.1566,94.64151666666667,65.8297,54.232135714285725,71.1069,53.353950000000005,37.7328,92.4076,76.1146,88.406275,-7.1328000000000005,39.8228,58.701800000000006,9.626,25.92049340101522,77.03286420274621,57.964499999999994,79.21432176112556,79.54963868861196,78.84601702652395,85.60821849381648,79.83951818181819,64.48927222222223,78.5123,82.04996129795596,73.136,50.1123,64.906,61.4641,68.3691,55.50000000000001,64.88770000000001,3.231,90.1768,47.3132,33.733000000000004,6.857,57.094699999999996,29.4678,53.32796666666667,65.403,61.847300000000004,27.311000000000003,76.28335803571427,1.443,66.5918,40.5133,60.962799999999994,27.903,85.10379999999999,37.9366,8.2476,54.1304,26.854642857142853,83.24249375000001,74.40506250000001,37.632,82.64358214285716,59.18639999999999
25,arabic-english-sts-matryoshka,21.739,45.359024999999995,39.5046,50.993100000000005,69.36039999999998,52.528200000000005,50.487,23.25,96.866,97.25655,53.27529521276596,8.566634661835721,33.4025,32.0096,31.2838,17.8223,63.406600000000005,42.423,38.3742,35.8252,89.9346,43.94242499999999,6.598800000000001,36.527,39.252900000000004,56.4258,87.75880000000001,50.3041,81.09140000000001,44.9511,70.5322,34.68995,25.12725,79.42139999999999,47.17530405438015,82.52345,33.1787,77.7011,23.9225,87.919,64.4490195652174,50.40478333333333,82.43518534482759,16.8433,55.128699999999995,23.563799999999997,53.1674,67.3614,7.4865,56.9531,60.372400000000006,31.000000000000007,79.60300000000001,12.28238888888889,52.635520408163295,60.2634,24.471,69.18753749999999,37.795474999999996,59.103214705882365,32.0355,4.389217391304348,62.142727272727285,72.80772447807922,92.5684,-0.8835000000000001,31.283325,37.506699999999995,91.5205,42.94448,59.34344545454545,66.64375,60.045018181818165,77.6499,94.72080833333332,63.092999999999996,61.52572142857142,74.1802,48.998599999999996,52.449400000000004,94.9791,75.3503,90.05499999999999,-1.5752,39.234,54.2633,6.283999999999999,27.789588324873097,77.9915,58.9452,78.8377,82.00739999999999,79.3489,85.5924,83.26301664943058,67.05620555555556,81.59925,84.0891,67.7446,50.49804999999999,58.85230833333333,61.5159,70.0244,73.625,77.9932,0.745,81.9392,48.0493,25.085,9.523,58.8818,30.11735,53.9439,64.7111,68.34,22.262,64.26246785714282,0.382,67.4707,22.5051,64.8848,17.373,82.9793,32.1726,8.145666666666667,58.269099999999995,25.85947857142858,79.59484999999998,62.436375,28.725,89.06898214285715,66.4644
26,paraphrase-multilingual-mpnet-base-v2,22.236,42.44547089175059,41.80627407342839,67.20432168620495,72.76652761221295,55.34276670530136,55.16032759428068,48.908,95.38695054156368,97.93115146625337,54.392055851063816,5.896934022959751,22.321962888929793,36.0697590403586,18.182931512931514,22.3046875,55.10989010989012,39.98405951115834,39.25507062183195,32.1875,83.04815730260398,46.4225,-0.04272300749764979,28.852,33.1591796875,55.458984375,89.6533203125,49.98873873873875,80.68516951998163,40.831295843520785,53.296243478420536,27.099609375,25.520348803775217,77.4249116607774,35.16645962764409,84.39918653036128,31.621093749999996,81.93474962063732,25.617174685378362,98.519,47.70783418871971,34.09687373505032,75.95026698450698,17.905187717798672,59.40662989866821,19.88031914893617,71.76470588235293,64.69901497355703,5.905743740795287,55.6005859375,79.24006039255158,7.750000000000002,87.617,27.193888888888896,61.162285714285744,63.37137840210711,10.422289943404442,58.96314804196202,37.73332936804354,57.40488309832655,35.773235342706016,3.373391304347826,62.54727272727273,62.49489644808295,93.7109375,0.6136846883424381,23.382655230372933,41.57,87.28070175438597,31.869786508154096,41.471271311820715,61.108333333333334,38.49911346510822,75.70942508435877,95.02310401281102,63.76194613379671,53.91658940760971,69.56819740132471,49.81181318681319,19.919028340080974,93.67071378892318,80.19108280254777,89.49319978186637,-3.9861782600946043,37.38663231636226,58.768345860946546,13.965,24.066656169282492,79.62205774287166,55.29271802096998,77.89525808313972,85.1067656701606,80.80585658408256,87.48018793840922,82.51857092057722,61.675165149669255,82.4449173961031,86.82218476677824,72.79937941549619,50.03662109375,55.394635184085836,60.54665306165084,70.99609375,59.74999999999999,69.599609375,5.686,91.09871555441387,46.235438475977034,43.111,18.950500000000005,50.537109375,30.006062788022202,52.97885666702871,64.49298287723758,64.56662563306175,37.872,62.16878936163454,1.939,65.556640625,19.7741273100616,68.15121086828115,36.681000000000004,85.32492627482752,41.25972661848238,6.339280501459125,61.726554747870374,25.009144351289354,82.18340277777777,71.7918125,49.013,83.20187787700871,57.96744667660268
27,stella_en_400M_v5,31.608000000000004,40.36111258292248,42.171193342654256,70.85100526512747,74.14066816397549,63.92483709906334,60.81704622679586,60.9,89.7193448810461,57.705607235587195,36.11207446808511,5.5183171726740285,34.60718800921471,54.1196547218052,45.00492063492063,23.2421875,36.26373626373626,33.40595111583421,26.47037819493522,23.7451171875,72.30105655683896,49.18124940478394,1.5288,15.857,48.6572265625,44.130859375,90.8984375,49.808558558558566,68.56360074305447,29.975550122249388,63.41164396990035,28.75244140625,15.533759032122147,75.66696113074205,25.93639651557745,73.0145420472271,8.32275390625,46.00910470409712,24.334929515258086,98.4,10.669912504974898,6.726973228853075,10.088011030738347,40.864290880399764,57.63986515549843,22.114361702127656,68.82352941176471,58.125615488062046,6.764850270004909,54.76562499999999,62.63714141922495,36.0,93.586,10.086611111111111,27.44561224489796,34.64442493415276,24.597300827165867,65.12046772495621,38.714495624281376,26.3036502953324,49.585183072117765,3.094000000000001,54.618181818181824,35.22331544190379,52.3046875,1.6341999999999999,32.523891953045364,49.14666666666666,89.10818713450293,28.171838631259305,69.75376543337283,58.43958333333333,40.04126437338121,55.98423978271503,88.89128271152296,63.13350709527947,57.90271498093629,67.97400052868933,57.752289377289365,26.842105263157894,81.9670840515333,59.49044585987262,87.1501115423084,-5.2493,38.180118808884586,39.65020561813707,23.224,13.203103747896314,81.4748469518998,56.87772947853497,81.33552823557412,88.63998125652698,84.7722847346502,90.22928378885277,57.12350981367405,62.00259991253525,44.60396720051284,87.63996146760704,76.84757660305823,50.11108398437499,40.19127189502413,43.90504994014181,39.4189453125,45.12500000000001,57.705078125,4.082,95.6075961598125,77.57900851574055,85.492,41.96475,55.625,32.05965281811596,54.427187564142045,58.73697992352499,48.50687733499515,76.64800000000001,19.980019179540935,0.951,83.9697265625,30.739219712525667,69.77554636739515,27.671,85.70698982748502,26.282614109794967,7.912145330659885,88.84868793238738,26.539169959026726,75.48675264550265,55.54956250000001,40.827999999999996,63.17842174241554,48.62392038960503
28,Arabic-all-nli-triplet-Matryoshka,19.511,41.536475,37.7244,65.18979999999999,75.08121249999999,52.660700000000006,52.528600000000004,43.974999999999994,95.1576,98.4229,54.61790691489361,6.517680797101444,20.349700000000002,32.3849,21.5521,18.999,54.83519999999999,38.2891,35.3973,30.3467,85.19405,42.94635,0.5357,33.562999999999995,41.777300000000004,53.574200000000005,89.7266,49.9324,83.2343,39.4621,62.5112,27.5635,28.14115,76.6166,36.750364024920344,83.08725,30.9473,76.047,20.7738,98.519,54.10290217391306,37.58553333333334,78.93982241379308,24.3382,55.85679999999999,22.486700000000003,78.6878,72.7201,6.3623,54.462900000000005,74.5496,11.250000000000002,83.769,29.272944444444445,59.720061224489775,58.595299999999995,8.1323,56.174893749999995,36.839099999999995,59.538668627450974,32.34,3.1809565217391302,62.40090909090908,66.2878065240082,90.9473,0.6748999999999999,28.433450000000004,43.02,92.3246,31.98899,50.04870909090909,60.266666666666666,46.463572727272734,72.5131,95.12560833333333,63.7388,54.426399999999994,69.0582,49.99679999999999,26.2551,93.7421,70.828,89.1663,-4.3639,38.0289,60.9206,12.864999999999998,21.370089340101515,79.39435627520159,55.714,78.93043293576132,82.73032633919925,81.64974497557361,87.62163215009723,82.46652727272728,61.78161111111111,81.26575,86.16303183485594,74.1421,50.214825,60.38239166666668,61.613600000000005,67.09469999999999,65.375,68.3838,3.9579999999999997,89.41799999999999,48.5842,30.623,11.894499999999999,50.2979,23.046,53.13553333333333,66.1358,62.7097,38.51,63.578078571428584,1.9140000000000001,64.94630000000001,19.794700000000002,61.6302,33.225,86.0714,43.1488,6.199350000000001,66.0114,24.862792857142857,84.02738125,76.68424999999999,48.617,82.79478214285714,58.959799999999994
29,LaBSE,16.717000000000002,43.1706566363498,30.208929693435195,55.37476614602802,74.9879103380403,53.44270249920056,49.98606448922311,34.178,95.56336462001336,98.76684202018528,60.73163829787238,18.791846138040714,32.31379480681305,32.42786213317429,45.62556998556999,20.7861328125,54.61538461538462,40.605738575983,35.8001191189406,29.27734375,74.82363869551538,46.52499999999999,1.4913995291081414,28.599000000000004,35.986328125,52.73925781249999,84.78515625,49.887387387387385,87.58833691244963,38.28850855745721,55.20673066381397,32.69287109375,24.823815963063122,71.86395759717314,72.1132359726658,73.33711525875363,19.56298828125,76.35811836115327,20.39213853286262,94.76299999999999,74.0392404685802,52.75801799859855,91.60979332377565,19.197843382207903,59.130819703562196,32.327127659574465,53.25791855203621,76.98893346336119,6.622484045164456,56.09375,61.01157523905385,20.0,69.388,17.49294444444444,52.697326530612244,53.59086918349429,29.042228994340448,72.21757817744032,39.16459230286812,57.611293089631275,33.751448738791176,3.5539999999999994,60.78818181818183,90.69040801163159,86.8212890625,-1.1131448533904753,80.51809910956253,35.38666666666666,92.61695906432749,38.866748596456006,81.16996527378909,64.97916666666666,77.89231068021948,76.92460728262358,93.991586120929,68.08572256009266,51.36844758693341,70.80798656548409,48.13369963369963,44.75708502024291,86.96768861914272,77.3248407643312,86.99708774086987,-9.372552447629062,43.644054202522206,55.125828739135606,5.632000000000001,18.786704860428422,69.99188482038213,56.41996681217917,65.08166563535988,67.97543550218779,64.03144384844788,76.59341752268844,74.18204228376322,63.25514250648978,69.93403703159636,72.25055941558153,76.90847725508182,50.55908203125,62.27748092129948,53.41089803803458,66.11328125,64.25,61.8408203125,1.5610000000000002,89.26375293062657,30.233366371330895,38.226,4.17275,60.01464843749999,27.933570690404085,55.0606664011682,63.286148826945954,55.70815714444019,16.339000000000002,81.14049549210331,1.564,63.23730468749999,41.252566735112936,54.84937979917307,14.38,84.58219134995363,37.32765827961959,9.13390876032677,65.09677179134266,25.29623663247956,80.93706183862433,66.30637499999999,54.296,66.53794760346823,49.85596761955143
30,speed-embedding-7b-instruct,26.41,40.34985833333333,26.1816,41.2361,71.1985625,60.0154,56.0762,59.294999999999995,91.5839,20.3128,27.573515957446798,2.0402730676328464,29.9812,38.1548,18.171799999999998,16.8115,52.3626,37.763000000000005,39.081900000000005,29.79,73.78155,49.741475,1.4593,54.32,77.9639,48.833,90.7812,50.0788,2.0058,34.2665,51.5356,32.727050000000006,3.193,68.40990000000001,9.480800159374159,66.9775,36.8286,60.2124,20.2426,,14.43658201581027,-4.807316666666668,14.496348275862067,90.144,59.230700000000006,25.6383,76.0181,76.4772,7.0447,55.317400000000006,57.926500000000004,22.25,82.61500000000001,,20.934551020408147,49.4644,25.6073,74.1718375,37.176750000000006,53.498128431372564,34.8086,,58.790909090909096,13.554703079331931,92.7539,0.6018,9.16305,73.6967,81.9444,42.45602,42.62346363636364,60.25625,14.70982727272727,48.5566,89.45971666666668,67.6281,60.85506428571429,71.1804,43.8649,41.437200000000004,74.1097,64.2675,87.4209,-2.3352,38.5127,51.8568,16.628999999999998,17.290792385786805,82.46041161692649,58.4604,80.15194914870666,89.94300436293618,86.23848649310362,91.19520084590636,91.93416269793802,55.871950000000005,67.24194999999999,89.20507562822989,69.3728,53.228725,50.832908333333336,44.710499999999996,53.3838,76.0,62.1143,0.424,95.77631677784113,52.5119,60.661,4.5169999999999995,64.7559,38.27085,54.35373333333333,64.38669999999999,53.2681,87.433,11.023879464285717,0.422,68.43159999999999,38.4189,70.51389999999999,15.067,87.49835162128704,45.668,9.623666666666669,83.6133,24.257735714285715,80.30999375,71.93493749999999,1.9849999999999999,58.90587142857143,50.3525
31,e5-large-v2,17.633,39.5473778934667,36.430317719442705,65.12298546739727,68.4372338337005,57.78481103327435,55.10124770152588,46.427,89.94534284452317,37.228691252480715,33.89925531914894,2.997718737497686,33.0628917629176,39.7176428189129,40.86200501253132,16.923828125,38.73626373626374,35.54729011689692,20.54363090537896,22.4853515625,71.52161748013303,48.26892218461338,0.1202,19.586000000000002,66.73828125,45.5419921875,89.4482421875,49.98873873873874,39.95342828158003,29.877750611246945,67.43254226313017,31.389160156249996,15.98819811188566,83.10512367491165,21.461774527169304,73.32000953653802,8.8818359375,43.93778452200303,24.93391144392299,98.97,10.081238926847714,3.0581112879233525,8.134740495760163,53.05871523440068,57.635104347425894,24.587765957446813,64.02714932126696,71.88885428127878,3.4413352970054003,53.4033203125,61.96779063915451,38.5,91.495,16.577,26.141479591836735,41.273046532045655,20.28297779712669,64.02243213223815,36.52673202220906,32.69883533444413,35.21593460610038,3.0314782608695645,56.123636363636365,30.592022951892073,57.71972656249999,0.8255999999999999,32.946723608055784,59.82333333333333,92.47076023391813,29.97000403595696,74.2481102905753,59.69166666666666,36.77943958440304,55.31021677562264,88.6554958693908,69.78858963220388,52.46154495739586,67.48297906473474,50.81089743589744,23.279352226720647,84.34597318929373,58.471337579617824,86.59173340350786,-3.9265000000000003,38.36363806178126,47.8358197366332,20.498,9.666911506288171,79.15895517070432,53.23308688599732,73.55323398454772,80.98029517065778,79.15977416467089,88.29499706388188,48.052690262363456,56.982289003342956,43.35341654060719,84.5488080918384,79.83558551679866,50.14526367187499,44.28938898030304,40.646204657224295,39.4189453125,45.625,57.13378906249999,10.366,94.83551821336549,52.07408773855098,89.929,16.9745,54.82910156250001,27.235051619916785,54.724910842569784,59.614118005791696,47.26599208656485,66.636,11.685703317510765,1.7659999999999998,63.291015625,27.53593429158111,67.9799173065564,8.533,86.44115834976903,33.59718048254007,8.227833440735168,77.94842077596871,24.508830475406402,78.15410218253969,65.5714375,51.524,63.25639399891535,47.79619471930659
32,UAE-Large-V1,24.455,38.268989109150226,37.627500000000005,68.48897697982275,66.09239893794552,59.37910271512732,60.51344629594087,66.14999999999999,87.9928145270874,28.284575,30.494992021276623,1.679641183263979,28.25389303617144,41.7929,33.05969696969697,20.732400000000002,35.21978021978022,34.27736450584485,18.2223,21.201171875,71.6682,48.369474999999994,0.247,19.997999999999998,65.4785,43.896484375,83.5498046875,49.9775,25.9686,28.97310513447433,64.11057176624087,28.772,8.09901526726979,78.53798586572437,15.255827801120535,67.7536409716225,8.212900000000001,42.875600000000006,26.636227189930406,98.836,5.634440513833991,2.3132239743669625,5.463631896551726,43.42067197054376,57.2793,27.127659574468083,91.67420814479638,62.78255263784759,4.0943,54.39453125,57.95168595873176,37.5,92.002,18.758777777777777,22.793969387755105,38.99034240561897,23.6265,62.65933208742324,40.65111769094275,35.72800906370882,36.881960638412295,3.143478260869566,56.39090909090909,22.071425521920705,40.947265625,0.3038,28.597173845167827,54.20666666666667,90.49707602339181,29.794233879949168,56.438772727272735,54.0625,27.87854749436734,54.78355420819715,87.53004326482765,60.616854908774975,53.97899908353405,68.69420000000001,53.16025641025641,28.805668016194332,71.57522555941394,66.17834394904459,87.50007837085549,-6.983300000000001,36.9305,46.192079726657155,22.980999999999998,11.781302565284237,82.62331465639475,54.82898498378349,79.09144554302442,89.6171319711762,85.01783656853793,89.50909892872387,43.53181258063066,50.82202742464148,43.78498621850465,89.06081794905042,76.60494323611017,50.18188476562499,37.282938340141314,37.1396,37.880859375,74.375,56.147499999999994,2.503,97.236958456951,57.21976219782328,82.092,21.875999999999998,53.92578125000001,33.05758360327326,53.04123333333334,63.475411042248865,47.756153740687374,76.271,8.035961013183828,1.614,66.8896484375,26.550308008213552,71.47670000000001,13.116,86.33025598681033,31.578506693006226,8.222608415565052,86.4723,25.779459761142093,72.14050595238093,56.73106250000001,53.605000000000004,60.66839497965903,48.74391884889599
33,mxbai-embed-large-v1,24.754,38.15641533956582,37.89706960033518,67.296206276016,65.71679524770283,60.10625739174296,58.993897366368074,65.469,87.16392150085285,26.518322529354453,29.74103989361697,1.5035651773276997,34.75497129400884,41.87022064365139,30.24860028860029,20.253899999999998,34.94505494505494,38.24123273113709,17.8740503710102,21.2939453125,71.320298861833,48.30280927646419,0.8718999999999999,18.701999999999998,65.3173828125,43.5546875,85.7275390625,49.808558558558566,24.029052410368863,29.107579462102688,62.30161099163794,28.7158203125,8.411662818410127,79.62014134275618,14.432030401935975,67.18068176966264,8.1591796875,43.141122913505306,26.31659943607061,98.836,5.317933975555493,2.8329027704181016,4.645339342400558,43.75665724242225,57.36171592254067,27.10106382978723,89.81900452488688,62.66568613200523,4.074599999999999,54.775390625,57.74031202818318,35.75,91.814,17.779999999999998,22.39379591836735,38.85864793678665,24.7976,63.29837922762794,42.099343873855915,35.319956584079,37.269967546926125,3.13895652173913,56.416363636363634,20.942250756083087,40.7373046875,0.7469,27.22763871488565,54.46666666666666,90.5701754385965,29.78441448763579,55.667044644078004,54.15208333333334,25.945577238404532,54.38216933088127,87.19461783376715,60.53286996814364,53.92720071908737,70.60814075768891,53.687271062271066,29.797570850202426,70.4224157826027,64.96815286624204,87.57942194730443,-7.4758000000000004,37.47252697828195,44.39899163429036,23.101,12.250535406281813,82.77671230423026,55.50974760852537,79.0687249451691,89.79451553480632,85.21908733722553,89.34383375203599,42.656088881346136,50.93969499277071,43.33993849247296,89.28960362631743,75.61987115112402,50.14404296875,35.9245176150535,37.05779922032802,38.5888671875,74.375,56.42578124999999,1.51,96.81663100569824,55.0802570899201,80.874,19.129,54.4775390625,32.976064615039526,53.251095225266845,63.03236081284148,48.14994469755952,75.53,7.594548920154455,1.59,67.314453125,26.468172484599588,72.21500295333728,15.540999999999999,86.2275892878467,30.44215801734777,8.497940392953945,88.05530575095165,26.178465063998424,71.90572916666667,54.969937499999986,47.988,60.55027188799452,48.7643601458615
34,GIST-large-Embedding-v0,30.302,38.20594166666666,38.575900000000004,68.9988,65.66468750000001,59.798300000000005,58.965500000000006,63.38,88.522,25.601374999999997,31.116768617021272,1.8145976449275358,30.568,42.3635,29.3937,21.313499999999998,34.5604,34.00637619553667,19.9926,21.665,71.09965,48.598124999999996,-0.5703,18.505,63.8818,43.3057,82.9248,49.6284,21.9444,29.046499999999998,63.7884,29.409200000000002,10.3363,80.8922,14.747427243311058,67.8534,5.35645,43.7557,25.373,98.847,6.395044466403162,-0.14881666666666654,4.209344827586208,44.4733,56.2554,25.6383,74.5701,63.6089,4.9435,52.4414,58.4097,37.50000000000001,93.04599999999999,14.544166666666666,23.013571428571435,37.278299999999994,24.4232,64.89504375000001,40.0367,29.311533333333344,37.9457,3.0219130434782615,55.25363636363636,20.986187891440487,45.5566,0.3028,28.758999999999997,54.8067,87.8216,28.187060000000002,56.695563636363644,54.24375,27.719563636363638,47.2631,87.00013333333332,57.680299999999995,54.575028571428575,69.5568,52.1566,21.8623,67.86959999999999,60.0637,87.061025,-5.174,36.9383,39.896478938391795,24.062,12.336862436548223,82.79782085421951,55.7453,77.12670500926937,89.28563503553643,83.8288465070091,89.69728364350713,89.66118745178284,53.705077777777774,46.32705,88.30389489193672,74.7522,49.962175,41.81265833333334,38.0441,36.972699999999996,53.87499999999999,56.889599999999994,4.704,96.54495433438355,60.403600000000004,82.187,26.048499999999997,53.2422,32.3764,54.03566666666667,61.990199999999994,47.984033755086095,69.12700000000001,7.210173214285718,1.4789999999999999,71.86240000000001,26.386,73.0774,15.062999999999999,85.9613736469497,29.841,8.71145,86.81309999999999,26.18872857142857,73.07192500000001,55.350875,39.068999999999996,60.44603928571428,48.0458
35,mmlw-e5-large,19.250999999999998,40.45443333333334,39.9959,61.773900000000005,65.04707499999999,59.872400000000006,57.64320000000001,62.739,89.8447,30.307925,28.5159335106383,1.6903126207729464,29.785800000000002,43.2663,27.9458,19.990199999999998,32.7473,36.2168,21.9221,22.4512,70.57074999999999,48.97709999999999,-2.0966,0.5329999999999999,60.5518,42.8809,84.9023,50.0788,13.238199999999999,30.806800000000003,66.42139999999999,29.12845,8.356050000000002,79.8675,19.138576125277808,64.6012,6.4551,54.2413,25.9577,98.694,10.786644071146249,4.7044,8.558439655172409,71.60600000000001,58.032799999999995,25.305899999999998,85.0226,54.9916,4.5164,53.710899999999995,59.5924,36.00000000000001,91.58800000000001,5.236666666666666,21.3410612244898,34.9693,21.4715,66.41091875000002,41.02114375,37.97190490196078,38.5244,3.223130434782609,56.82454545454545,26.290326252609635,67.0654,0.1837,28.893875,56.753299999999996,89.3275,31.980810000000005,56.56586363636363,57.65208333333332,27.691409090909087,59.95120000000001,86.66230833333334,63.76773819866782,52.90243571428571,69.305,52.9217,43.13765182186235,78.2603,64.4586,88.5056,-8.248,37.339800000000004,21.0757,4.885,12.751430964466998,81.401,56.341499999999996,80.7987,84.9162,81.6616,85.7166,47.97082727272727,54.786277777777784,37.7826,85.33760000000001,75.6386,50.051275,36.76878333333334,35.6106,43.9893,72.0,57.47560000000001,5.459,96.53699999999999,59.4283,78.51,22.466250000000002,58.042,39.291149999999995,56.3249,57.9495,49.5896,38.976,8.7578125,1.0070000000000001,66.3135,28.768,74.0343,24.43,84.0576,20.7103,8.594766666666668,84.6638,25.93238571428571,68.78935625000001,44.489875,15.879999999999999,60.106725000000004,50.523300000000006
